0  sortseq,0Sort,Call U,mode,band,Output,Input,Call,mNemonic,Location,Service Area,S,ERP,HASL,T/O,Sp,Tone,Notes,Note2,Offset,absoff,sign,tsign,tdup,trpt,longditude,latitude,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank
21,3-FM,VK4RGT 7,FM,7,438.0500,433.0500,VK4RGT,-,Maurice Hill,Gladstone city,O,83,212,2,QGL,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,151.2425543,-23.93597675,QG56ob95ci,1100804,0.2,5.0,1650306.0,472390.3,5,
21,3-FM,VK4RGY 7,FM,7,439.9500,434.9500,VK4RGY,Gympie,Gympie,Gympie,O,25,95,4,4GYM,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,152.6714233,-26.1877767,QG63it04nw,862951,9.8,15.9,1479019.2,190387.6,5,
21,3-FM,VK4RHR 7,FM,7,438.5000,433.5000,VK4RHR,-,Hodgson Range,Clermont,O,50,520,-,4WCH,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,148.0335589,-22.69269225,QG47ah43as,1276813,345.1,349.1,1701765.0,764878.9,5,
21,3-FM,VK4RNL 7,FM,7,439.3750,434.3750,VK4RNL,-,Doonan,N. Sunshine Coast 6/15,P,25,90,5,4NL,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,152.9924871,-26.46213195,QG63lm99cc,838719,12.3,18.5,1467386.9,156173.8,5,
21,3-FM,VK4RPU 7,FM,7,438.7500,433.7500,VK4RPU,-,Mt Perry,Monto,O,-,-,-,4PU,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,151.6880069,-25.19148493,QG54ut24nb,962853,2.9,8.4,1537049.0,326810.0,5,
21,3-FM,VK4RRC 7,FM,7,438.3250,433.3250,VK4RRC,-,Wamuran,Redcliffe,O,25,230,4.5,4RC,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,152.8231054,-27.03671622,QG62jx81se,772990,12.0,18.7,1403626.0,95308.4,5,
21,3-FM,VK4RSA 7,FM,7,439.6250,434.6250,VK4RSA,-,Sarina,Mackay,O,25,400,4,4RM,-,49,,5.000,5.000,-,MINUS,DUP-,-RPT,149.1695496,-21.49752105,QG48om00io,1385397,351.2,355.0,1853217.5,808164.3,5,
21,3-FM,VK4RSC 7,FM,7,438.0750,433.0750,VK4RSC,-,Wilkes Knob,Sunshine Coast,O,20,450,-,4WIS,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,152.912493,-26.77817495,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,
21,3-FM,VK4RSL 7,FM,7,438.1750,433.1750,VK4RSL,-,Noosa Heads,Sunshine Coast North,O,25,100,4.5,4WIS,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,153.0975279,-26.38926797,QG63no16qn,848743,12.9,19.0,1479530.6,164139.2,5,
21,3-FM,VK4RSS 7,FM,7,438.5750,433.5750,VK4RSS,-,Ocean View,Brisbane,O,25,530,5,4RV,91.5,34,,5.000,5.000,-,MINUS,DUP-,-RPT,152.8293951,-27.13369494,QG62ju97mv,762573,12.2,19.0,1394610.8,84763.5,5,
21,3-FM,VK4RTQ 7,FM,7,438.0250,433.0250,VK4RTQ,-,Mt Kynoch,Toowoomba,O,50,500,3.5,4JV,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,151.9558648,-27.50616557,QG52xl48qm,708905,6.0,13.4,1316626.7,116236.0,5,
21,3-FM,VK4RWS 7,FM,7,438.6750,433.6750,VK4RWS,-,Nebo,Mackay,O,-,-,-,4DW,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,148.9678826,-21.60064568,QG48lj65du,1377114,350.2,354.1,1837885.8,808374.9,5,
21,3-FM,VK4RXZ 7,FM,7,439.9000,434.9000,VK4RXZ,-,Maleny,Maleny 2/16,X,50,500,4,4XZ,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,152.7997949,-26.79724575,QG63je58xp,798605,11.5,18.0,1425610.4,121672.9,5,
21,3-FM,VK4RZC 7,FM,7,438.1250,433.1250,VK4RZC,-,Wilkes Knob,Maleny,O,-,470,1,4BWI,91.5,70,,5.000,5.000,-,MINUS,DUP-,-RPT,152.9154499,-26.77894393,QG63kf93ub,802794,12.2,18.7,1432998.0,121778.7,5,
21,3-FM,VK4RZD 7,FM,7,438.0500,433.0500,VK4RZD,-,Mt Perseverance,Ipswich to T'mba Range,O,100,700,1,4BWI,91.5,70,,5.000,5.000,-,MINUS,DUP-,-RPT,152.1613356,-27.41336554,QG62bo90it,721365,7.5,14.8,1335293.3,102200.1,5,
25,6-DV,VK5REX B,DV,DST,438.2250,432.8250,VK5REX B,-,Winter Hill,Port Lincoln (G),O,25,240,3,5ZEA,-,96,,5.400,5.400,-,MINUS,DUP-,-RPT,135.8281648,-34.70165131,PF75vh91jo,1417715,261.9,261.3,890632.1,1803865.0,5,
25,6-DV,VK5REX C,DV,DST,146.9625,146.3625,VK5REX C,-,Winter Hill,Port Lincoln (G),O,25,240,3,5ZEA,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,135.8281648,-34.70165131,PF75vh91jo,1417715,261.9,261.3,890632.1,1803865.0,5,
25,6-DV,VK5RMK B,DV,DST,438.0750,432.6750,VK5RMK B,-,Renmark,Renmark,O,-,-,-,5HS,-,,,5.400,5.400,-,MINUS,DUP-,-RPT,140.7154301,-34.1585558,QF05iu51uw,969289,265.2,264.2,558136.6,1368017.0,5,
25,6-DV,VK5RVH B,DV,DST,438.5250,433.5250,VK5RVH B,-,Brown Hill,Victor Harbour,O,-,-,-,5ARC,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,138.6463647,-35.50572521,PF94hl78np,1164476,257.5,256.2,620459.4,1604969.5,5,
25,6-DV,VK5RWN B,DV,DST,438.4000,433.0000,VK5RWN B,-,Banksia Park,Adelaide (G),O,25,420,3,5ARG,-,96,,5.400,5.400,-,MINUS,DUP-,-RPT,138.748772,-34.81375852,PF95ie94uq,1150445,261.3,260.2,650092.8,1562128.1,5,
25,6-DV,VK5RWN C,DV,DST,146.9375,146.3375,VK5RWN C,-,Banksia Park,Adelaide (G) 6/15,X,25,420,3,5ARG,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,138.748772,-34.81375852,PF95ie94uq,1150445,261.3,260.2,650092.8,1562128.1,5,
25,6-DV,VK8RAD B,DV,DST,438.7500,433.7500,VK8RAD B,-,Palmerston,Darwin (G),O,25,75,3,8HF,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,130.8983075,-12.40001798,PH57ko73tx,3145506,314.3,315.6,3143917.6,2872142.9,5,
25,6-DV,VK8RAD C,DV,DST,146.7000,146.1000,VK8RAD C,-,Palmerston,Darwin (G),O,25,75,3,8HF,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,130.8983075,-12.40001798,PH57ko73tx,3145506,314.3,315.6,3143917.6,2872142.9,5,
25,2-FM,VK5RAC 2,FM,2,146.7500,146.1500,VK5RAC,-,Pillaworta Hill,Lower Eyre Peninsula,O,50,325,4.5,5ZEA,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,135.9540644,-34.39262403,PF75xo45ls,1406932,263.3,262.8,895629.9,1781435.1,5,
25,2-FM,VK5RAD 2,FM,2,147.0000,146.4000,VK5RAD,-,Crafers,Adelaide,O,30,610,3.5,5BAR,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,138.6987726,-34.99845193,PF95ia30ui,1155787,260.3,259.2,643197.3,1575180.5,5,
25,2-FM,VK5RAE 2,FM,2,146.9750,146.3750,VK5RAE,-,Mt Arden,Port Augusta,O,25,845,3,5AJ,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,137.9788059,-32.15191253,PF87xu73km,1249798,275.1,275.2,894982.5,1528866.0,5,
25,2-FM,VK5RAH 2,FM,2,146.7750,146.1750,VK5RAH,-,Lobethal,Adelaide Hills,O,50,-,8,5NRV,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,138.8712497,-34.88277789,PF95kc48nd,1139506,260.9,259.8,636531.3,1555383.6,5,
25,2-FM,VK5RBK 2,FM,2,146.7250,146.1250,VK5RBK,-,Mount Barker,Mount Barker,O,-,-,-,5YFR,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,138.9218588,-35.07098492,PF94lw02ox,1135870,259.8,258.6,621602.7,1560555.0,5,
25,2-FM,VK5RBP 2,FM,2,147.2000,147.8000,VK5RBP,-,portable,Statewide (Scouts) 6/15,P,50,-,3,5BP,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
25,2-FM,VK5RBT 2,FM,2,147.3500,147.9500,VK5RBT,-,Willalooka,Bordertown - Keith,O,50,125,3,5SR,-,51,,-0.600,0.600,+,PLUS,DUP+,+RPT,140.4596726,-36.41602667,QF03fo50dd,1018806,250.8,248.8,429732.2,1517931.8,5,
25,2-FM,VK5RBV 2,FM,2,146.8250,146.2250,VK5RBV,-,Mt Kitchener,Barossa Valley,O,50,580,3.5,5BRC,-,53,,0.600,0.600,-,MINUS,DUP-,-RPT,139.005935,-34.5719765,PF95mk02rr,1126368,262.6,261.6,645613.6,1529335.2,5,
25,2-FM,VK5REP 2,FM,2,146.8000,146.2000,VK5REP,-,Coolanie,Eyre Peninsula,O,60,500,4,WIA,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,136.7798231,-33.6054379,PF86jj34nq,1336239,267.2,266.8,875396.9,1681299.2,5,
25,2-FM,VK5RHO 2,FM,2,146.8500,146.2500,VK5RHO,-,Anstey Hill,Adelaide,O,30,410,3.5,5GRC,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,138.7494496,-34.8419086,PF95id97ww,1150479,261.1,260.1,648363.0,1563423.7,5,
25,2-FM,VK5RKN 2,FM,2,147.3750,147.9750,VK5RKN,Kingst,Mt Benson,Kingston,O,25,25,3,5SR,-,51,,-0.600,0.600,+,PLUS,DUP+,+RPT,139.8114862,-37.03279016,PF92vx72jd,1091719,248.0,245.9,464654.6,1604725.5,5,
25,2-FM,VK5RLD 2,FM,2,147.3250,147.9250,VK5RLD,-,Moorook,Riverland,O,25,86,5,5BRL,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,140.3333241,-34.2500003,QF05ds90xa,1004353,264.5,263.6,575142.2,1403994.3,5,
25,2-FM,VK5RLH 2,FM,2,146.9250,146.3250,VK5RLH,-,Bumbunga Hill,Central North,O,50,413,3,5CZ,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,138.1304025,-33.90360264,PF96bc53pd,1208949,266.2,265.6,754518.4,1574340.8,5,
25,2-FM,VK5RLZ 2,FM,2,146.6250,146.0250,VK5RLZ,-,Elizabeth,Adelaide North,O,25,73,4,5LZ,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,138.6490742,-34.74244786,PF95hg71vt,1159366,261.7,260.7,662046.4,1566985.3,5,
25,2-FM,VK5RMB 2,FM,2,146.8750,146.2750,VK5RMB,-,Mt Beevor,Murray Bridge,O,80,503,5,5NRV,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,139.0347262,-34.92910361,PF95mb47ea,1124788,260.6,259.5,621177.0,1544273.7,5,
25,2-FM,VK5RMG 2,FM,2,146.9000,146.3000,VK5RMG,MtgVHF,The Bluff,Mount Gambier,O,25,100,5,5SR,-,51,,0.600,0.600,-,MINUS,DUP-,-RPT,140.570599,-37.72577138,QF02gg85lt,1051659,242.9,240.4,387656.7,1598173.5,5,
25,2-FM,VK5RMN 2,FM,2,146.7000,146.1000,VK5RMN,-,The Bluff,Port Pirie,O,55,730,5,STX,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,138.1627721,-33.08640426,PF96bv99mg,1214764,270.5,270.2,810103.3,1541083.4,5,
25,2-FM,VK5RNC 2,FM,2,146.6500,146.0500,VK5RNC,Ncte,Naracoorte,Naracoorte,O,25,80,3,5RNC,-,51,,0.600,0.600,-,MINUS,DUP-,-RPT,140.7704499,-36.97904119,QF03ja25ka,1008073,247.0,244.6,383144.1,1532624.2,5,
25,2-FM,VK5RSC 2,FM,2,29.6200,147.6750,VK5RSC,-,Mt Terrible,Adelaide,O,40,410,3,5ARC,141.3,7,,-118.055,118.055,+,PLUS,DUP+,+RPT,138.5017764,-35.33110131,PF94gq00fm,1175935,258.5,257.3,640916.0,1607725.6,5,
25,2-FM,VK5RSE 2,FM,2,146.8000,146.2000,VK5RSE,MtGrah,Mt Graham,Millicent,O,25,230,3,5SR,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,140.4468159,-37.5246726,QF02fl34ob,1054246,244.3,241.9,400263.1,1592603.8,5,
25,2-FM,VK5RSV 2,FM,2,146.6750,146.0750,VK5RSV,-,Willunga Hill,Adelaide South RTTY,O,25,320,10,5ARC,-,52,,0.600,0.600,-,MINUS,DUP-,-RPT,138.5980211,-35.2731902,PF94hr14sk,1166738,258.8,257.6,636162.7,1597011.8,5,
25,2-FM,VK5RWI 2,FM,2,147.3000,147.9000,VK5RWI,-,portable,Statewide WICEN,O,-,-,-,SWN,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
25,2-FM,VK8RCA 2,FM,2,146.9500,146.3500,VK8RCA,ASpr2,West Gap,Alice Springs,O,25,776,3,8AR,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,133.8565777,-23.72220535,PG66wg26sq,2028456,299.1,300.4,1886778.5,1977694.7,5,
25,2-FM,VK8RDA 2,FM,2,146.9000,146.3000,VK8RDA,-,Darwin,Darwin,O,50,86,4,8DA,123,,,0.600,0.600,-,MINUS,DUP-,-RPT,130.984368,-12.48079358,PH57lm84co,3132719,314.3,315.6,3131952.8,2859232.6,5,
25,2-FM,VK8RPD 2,FM,2,146.9500,146.3500,VK8RPD,-,Moil,Darwin N suburbs,O,50,72,4,8DA,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,130.8848445,-12.3863669,PH57ko67eg,3147596,314.3,315.5,3145892.5,2874234.8,5,
25,2-FM,VK8RTE 2,FM,2,147.0000,146.4000,VK8RTE,-,Larrakeyah,Darwin city 6/15,X,50,59,4,8DA,123,,,0.600,0.600,-,MINUS,DUP-,-RPT,130.8332332,-12.45598413,PH57jn90xn,3144921,314.1,315.4,3141147.4,2873606.8,5,
25,2-FM,VK8RWI 2,FM,2,146.8000,146.2000,VK8RWI,-,Marrara,Darwin WICEN,O,100,77,4,8DA,123,,,0.600,0.600,-,MINUS,DUP-,-RPT,130.9213526,-12.41712108,PH57ln09nv,3142479,314.3,315.6,3141170.7,2869006.9,5,
25,3-FM,VK5RAC 7,FM,7,439.8500,434.8500,VK5RAC,-,Pillaworta Hill,Lower Eyre Peninsula,O,50,325,4.5,5ZEA,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,135.9540644,-34.39262403,PF75xo45ls,1406932,263.3,262.8,895629.9,1781435.1,5,
25,3-FM,VK5RAD 7,FM,7,439.9250,434.9250,VK5RAD,-,Crafers,Adelaide,O,25,610,5,5BAR,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,138.6987726,-34.99845193,PF95ia30ui,1155787,260.3,259.2,643197.3,1575180.5,5,
25,3-FM,VK5RBP 7,FM,7,438.2000,433.2000,VK5RBP,-,portable,Statewide (Scouts) 6/15,P,50,-,3,5BP,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
25,3-FM,VK5RBV 7,FM,7,439.8000,434.8000,VK5RBV,-,Mt Kitchener,Barossa Valley,O,50,580,3.5,5BRC,-,53,,5.000,5.000,-,MINUS,DUP-,-RPT,139.005935,-34.5719765,PF95mk02rr,1126368,262.6,261.6,645613.6,1529335.2,5,
25,3-FM,VK5RCT 7,FM,7,438.3250,433.3250,VK5RCT,-,Moonta,Moonta,O,-,-,-,5ZSW,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,137.6536304,-34.04730666,PF85tw88kp,1252057,265.3,264.7,780972.8,1621186.4,5,
25,3-FM,VK5RHO 7,FM,7,439.8750,434.8750,VK5RHO,-,Anstey Hill,Adelaide,O,20,410,3.5,5GRC,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,138.7494496,-34.8419086,PF95id97ww,1150479,261.1,260.1,648363.0,1563423.7,5,
25,3-FM,VK5RLZ 7,FM,7,439.9750,434.9750,VK5RLZ,-,Elizabeth,Adelaide North,O,25,73,3,5LZ,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,138.6490742,-34.74244786,PF95hg71vt,1159366,261.7,260.7,662046.4,1566985.3,5,
25,3-FM,VK5ROC 7,FM,7,439.9500,434.9500,VK5ROC,-,Lower Light,Adelaide NW,O,50,30,4,5LZ,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,138.3750029,-34.54665609,PF95ek58at,1184258,262.8,261.9,694955.8,1580832.2,5,
25,3-FM,VK5ROH 7,FM,7,439.8250,434.8250,VK5ROH,MtgUHF,Blue Lake,Mt Gambier,O,15,135,3.5,5SR,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,140.7763492,-37.83314882,QF02je30db,1039118,242.0,239.4,369149.4,1591923.2,5,
25,3-FM,VK5RSA 7,FM,7,438.0250,433.0250,VK5RSA,AdlCBD,Adelaide CBD,Adelaide metro,O,50,55,5,5ARG,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,138.6033836,-34.92782315,PF95hb27jh,1164159,260.7,259.6,654700.7,1579588.9,5,
25,3-FM,VK5RSB 7,FM,7,439.9000,434.9000,VK5RSB,Sumtwn,Summertown,Adelaide,O,100,620,5,5ARG,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,138.7169783,-34.94923151,PF95ib62ae,1153885,260.5,259.5,644596.7,1571286.6,5,
25,3-FM,VK5RSC 7,FM,7,438.0750,433.0750,VK5RSC,-,Mt Terrible,Adelaide 2/16,X,40,410,3,5ARC,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,138.5017764,-35.33110131,PF94gq00fm,1175935,258.5,257.3,640916.0,1607725.6,5,
25,3-FM,VK5RSC 7,FM,7,439.8250,434.8250,VK5RSC,-,Mt Terrible,Adelaide South,O,50,380,5,5ARC,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,138.5017764,-35.33110131,PF94gq00fm,1175935,258.5,257.3,640916.0,1607725.6,5,
25,3-FM,VK8RDA 7,FM,7,438.2750,433.2750,VK8RDA,-,Darwin,Darwin 6/15,X,10,75,4,8DA,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,130.984368,-12.48079358,PH57lm84co,3132719,314.3,315.6,3131952.8,2859232.6,5,
25,3-FM,VK8RIT 7,FM,7,438.5250,433.5250,VK8RIT,ASpr70,West Gap,Alice Springs,O,25,776,3,8AR,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,133.8565777,-23.72220535,PG66wg26sq,2028456,299.1,300.4,1886778.5,1977694.7,5,
25,3-FM,VK8RWI 7,FM,7,439.9750,434.9750,VK8RWI,-,Marrara,Darwin 6/15,X,30,77,4,8DA,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,130.9213526,-12.41712108,PH57ln09nv,3142479,314.3,315.6,3141170.7,2869006.9,5,
28,6-DV,VK6RAV B,DV,DST,438.9250,433.9250,VK6RAV B,-,Hoddy Well,Avon East,O,-,-,-,WRG,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,116.4889882,-31.63104189,OF88fi88qn,3247802,264.6,264.7,2685772.1,3545566.8,5,
28,6-DV,VK6RLX B,DV,DST,438.1500,432.7500,VK6RLX B,-,Gosnells,Gosnells (G),O,50,20,5,6XLR,-,,,5.400,5.400,-,MINUS,DUP-,-RPT,115.9880326,-32.07444561,OF77xw82nd,3282440,263.5,263.6,2711128.4,3590708.7,5,
28,6-DV,VK6RLX C,DV,DST,146.8625,145.2625,VK6RLX C,-,Gosnells,Gosnells (G),O,50,20,5,6XLR,-,,,1.600,1.600,-,MINUS,DUP-,-RPT,115.9880326,-32.07444561,OF77xw82nd,3282440,263.5,263.6,2711128.4,3590708.7,5,
28,6-DV,VK6ROX B,DV,DST,438.1250,432.7250,VK6ROX B,-,East Fremantle,Fremantle (G),O,10,-,5,6SKY,-,,,5.400,5.400,-,MINUS,DUP-,-RPT,115.7752544,-32.0453516,OF77vw39ac,3302739,263.5,263.6,2730991.7,3610920.4,5,
28,6-DV,VK6RWN B,DV,DST,438.1750,432.7750,VK6RWN B,-,Roleystone,Perth (G),O,25,350,3,WIA,-,79,96,5.400,5.400,-,MINUS,DUP-,-RPT,116.0515497,-32.10005215,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,
28,6-DV,VK6RWN C,DV,DST,146.8375,146.2375,VK6RWN C,-,Roleystone,Perth (G),O,25,350,3,WIA,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,116.0515497,-32.10005215,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,
28,2-FM,VK6RAA 2,FM,2,146.8250,146.2250,VK6RAA,MtBark,Mt Barker,South Coast 6/15,X,25,450,5,6SR,-,54,,0.600,0.600,-,MINUS,DUP-,-RPT,117.6470546,-34.65574682,OF85ti72po,3077814,258.8,258.7,2472069.5,3437154.3,5,
28,2-FM,VK6RAK 2,FM,2,147.0000,146.4000,VK6RAK,Kal,Kalgoorlie,Kalgoorlie,O,20,400,5,6RM,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,121.4602164,-30.81674951,PF09re53fx,2810975,268.6,268.8,2291195.2,3076076.1,5,
28,2-FM,VK6RAL 2,FM,2,146.7250,146.1250,VK6RAL,Albany,Mt Clarence,Albany 6/15,X,25,170,5,6SR,-,54,,0.600,0.600,-,MINUS,DUP-,-RPT,117.8947009,-35.02478333,OF84wx74ib,3049902,258.1,258.0,2439181.1,3416778.3,5,
28,2-FM,VK6RAP 2,FM,2,146.7000,146.1000,VK6RAP,PerSE1,Roleystone,Perth South East,O,40,360,4,WRG,-,11,,0.600,0.600,-,MINUS,DUP-,-RPT,116.0515497,-32.10005215,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,
28,2-FM,VK6RAV 2,FM,2,147.2750,147.8750,VK6RAV,-,Hoddy Well,Avon East,O,20,80,3,WRG,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,116.4889882,-31.63104189,OF88fi88qn,3247802,264.6,264.7,2685772.1,3545566.8,5,
28,2-FM,VK6RAW 2,FM,2,147.0000,146.4000,VK6RAW,Katnng,Fairfield,Katanning,O,25,400,5,WRG,-,54,,0.600,0.600,-,MINUS,DUP-,-RPT,117.5215985,-33.79398496,OF86se29ok,3104008,260.6,260.6,2511293.0,3445379.3,5,
28,2-FM,VK6RBN 2,FM,2,147.3500,147.9500,VK6RBN,Busltn,Chapman Hill,Busselton,O,30,130,5,WRG,-,11,,-0.600,0.600,+,PLUS,DUP+,+RPT,115.3701635,-33.81446999,OF76qe44km,3299794,259.9,259.9,2699989.3,3644603.3,5,
28,2-FM,VK6RBY 2,FM,2,146.6500,146.0500,VK6RBY,Bunbry,Harvey,Bunbury,O,25,20,5,6BRC,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,115.9260233,-33.10002042,OF76xv15cx,3263954,261.5,261.5,2676552.1,3593425.8,5,
28,2-FM,VK6RCT 2,FM,2,147.2000,147.8000,VK6RCT,Cataby,Yandan Hill,Cataby,O,50,200,4,WRG,-,19,,-0.600,0.600,+,PLUS,DUP+,+RPT,115.5981692,-30.75836347,OF79tf17sx,3354393,265.9,266.1,2802162.3,3636554.2,5,
28,2-FM,VK6REC 2,FM,2,147.1750,147.7750,VK6REC,Avon C,Wooroloo,Avon Central,O,25,300,3,6PK,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,116.3623984,-31.79286947,OF88ee39lr,3255211,264.3,264.3,2689994.4,3556698.7,5,
28,2-FM,VK6REX 2,FM,2,146.8500,146.2500,VK6REX,Exmoth,Exmouth,North West,O,20,385,3,WNW,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,114.150467,-21.78225418,OG78bf82bg,3863528,280.5,281.0,3444782.1,3974241.7,5,
28,2-FM,VK6RFM 2,FM,2,146.9500,146.3500,VK6RFM,Bicton,Attadale,Bicton,O,10,65,3,WRG,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,115.7876059,-32.02670632,OF77vx43mo,3302078,263.6,263.6,2730672.8,3609845.6,5,
28,2-FM,VK6RGN 2,FM,2,147.0000,146.4000,VK6RGN,Grldtn,Geraldton,Geraldton,O,16,30,5,WGE,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,114.6774446,-28.68293663,OG71ih16hc,3507291,269.3,269.6,2983107.5,3750459.9,5,
28,2-FM,VK6RIC 2,FM,2,146.8750,146.2750,VK6RIC,-,portable,Statewide WICEN,O,-,-,-,WWN,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,,,,,,,,,5,
28,2-FM,VK6RKN 2,FM,2,147.3250,147.9250,VK6RKN,Keller,Kellerberrin,Kellerberrin,O,25,-,5,WRG,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,117.7098468,-31.62278019,OF88uj50em,3135506,265.2,265.3,2579361.9,3429895.6,5,
28,2-FM,VK6RLM 2,FM,2,146.7500,146.1500,VK6RLM,PerSE2,Roleystone,Perth South East,O,20,350,4,WRG,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,116.0492017,-32.10161319,OF87av55vo,3276132,263.5,263.6,2704649.8,3584817.0,5,
28,2-FM,VK6RMJ 2,FM,2,147.1500,147.7500,VK6RMJ,Manji,Manjimup,Manjimup,O,25,150,5,WSW,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,115.9853383,-34.2203672,OF75xs87fc,3236102,259.3,259.2,2632226.5,3588205.8,5,
28,2-FM,VK6RMS 2,FM,2,147.2500,147.8500,VK6RMS,MtSdbk,Mt Saddleback,Boddington 6/15,X,20,590,4,WRG,-,56,11,-0.600,0.600,+,PLUS,DUP+,+RPT,116.4508615,-32.96485495,OF87fa48ck,3218874,261.9,262.0,2635445.5,3544593.4,5,
28,2-FM,VK6RMW 2,FM,2,146.9000,146.3000,VK6RMW,MtWilm,Mt William,Mandurah,O,20,520,4,WRG,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,116.0238753,-32.9379848,OF87ab24uv,3258585,261.8,261.9,2674005.4,3584557.9,5,
28,2-FM,VK6RNC 2,FM,2,146.6250,146.0250,VK6RNC,PerNth,Wanneroo,Perth North,O,50,100,4,6NC,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,115.8135675,-31.75646198,OF78vf78pk,3306683,264.1,264.2,2739625.9,3608820.5,5,
28,2-FM,VK6RNR 2,FM,2,146.6750,146.0750,VK6RNR,NthHmp,Northampton,Northampton,O,25,-,-,WGE,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,114.6507602,-28.23660544,OG71hs83cf,3525979,270.1,270.4,3008740.5,3760254.4,5,
28,2-FM,VK6ROO 2,FM,2,146.7750,146.1750,VK6ROO,Geldtn,Geraldton,Geraldton,O,50,-,-,WGE,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,114.6014832,-28.77635946,OG71hf23eq,3510995,269.1,269.4,2984872.9,3756369.6,5,
28,2-FM,VK6ROT 2,FM,2,147.0750,147.6750,VK6ROT,Rotto,Rottnest Is,Perth Coast 6/15,X,50,55,5,6ZTN,-,19,,-0.600,0.600,+,PLUS,DUP+,+RPT,115.5248241,-32.00002293,OF77sx29xx,3326919,263.5,263.6,2754830.2,3634782.0,5,
28,2-FM,VK6RPT 2,FM,2,147.0250,147.6250,VK6RPT,-,portable,Statewide,O,-,-,-,WRG,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
